ZIPcode,TaxRateArea_CITY,AIN,RollYear,TaxRateArea,AssessorID,PropertyLocation,PropertyType,PropertyUseCode,GeneralUseType,SpecificUseType,SpecificUseDetail1,SpecificUseDetail2,totBuildingDataLines,YearBuilt,EffectiveYearBuilt,SQFTmain,Bedrooms,Bathrooms,Units,RecordingDate,LandValue,LandBaseYear,ImprovementValue,ImpBaseYear,TotalLandImpValue,HomeownersExemption,RealEstateExemption,FixtureValue,FixtureExemption,PersonalPropertyValue,PersonalPropertyExemption,isTaxableParcel?,TotalValue,TotalExemption,netTaxableValue,SpecialParcelClassification,AdministrativeRegion,Cluster,ParcelBoundaryDescription,HouseNo,HouseFraction,StreetDirection,StreetName,UnitNo,City,ZIPcode5,rowID,CENTER_LAT,CENTER_LON,Location 1
90745-3533,CARSON,7332015036.0,2011.0,1175.0,7332-015-036,22007 FIESEL AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1980.0,1980.0,1991.0,4.0,3.0,1.0,20060920.0,188784.0,2003.0,115306.0,2003,304090.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,304090.0,7000.0,297090.0, ,10,10118.0,*TR=35973 LOT   21,22007.0, , ,FIESEL AVE, ,CARSON CA,90745.0,20117332015036.0,33.82757343,-118.25429185,"(33.82757343, -118.25429185)"
90745-3525,CARSON,7332013021.0,2007.0,1052.0,7332-013-021,1119 E JOEL ST  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1955.0,1955.0,1210.0,2.0,1.0,1.0,19980206.0,95016.0,1994.0,78487.0,1994,173503.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,173503.0,7000.0,166503.0, ,10,10118.0,TRACT NO 4546 E 43 FT OF W 215 FT OF N 85 FT OF LOT   25,1119.0, ,E,JOEL ST, ,CARSON CA,90745.0,20077332013021.0,33.82502322,-118.25423754,"(33.82502322, -118.25423754)"
90745-3430,CARSON,7332017047.0,2012.0,1047.0,7332-017-047,1008 E JAY ST  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1980.0,1981.0,2059.0,4.0,3.0,1.0,20070312.0,72609.0,1981.0,95625.0,1981,168234.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,168234.0,7000.0,161234.0, ,10,10118.0,*TR=35973 LOT    2,1008.0, ,E,JAY ST, ,CARSON CA,90745.0,20127332017047.0,33.82663428,-118.25673895,"(33.82663428, -118.25673895)"
90745-3430,CARSON,7332017047.0,2008.0,1047.0,7332-017-047,1008 E JAY ST  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1980.0,1981.0,2059.0,4.0,3.0,1.0,20070312.0,69434.0,1981.0,91444.0,1981,160878.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,160878.0,7000.0,153878.0, ,10,10118.0,*TR=35973 LOT    2,1008.0, ,E,JAY ST, ,CARSON CA,90745.0,20087332017047.0,33.82663428,-118.25673895,"(33.82663428, -118.25673895)"
90745-3430,CARSON,7332017047.0,2011.0,1047.0,7332-017-047,1008 E JAY ST  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1980.0,1981.0,2059.0,4.0,3.0,1.0,20070312.0,71186.0,1981.0,93750.0,1981,164936.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,164936.0,7000.0,157936.0, ,10,10118.0,*TR=35973 LOT    2,1008.0, ,E,JAY ST, ,CARSON CA,90745.0,20117332017047.0,33.82663428,-118.25673895,"(33.82663428, -118.25673895)"
90745-3430,CARSON,7332017047.0,2007.0,1047.0,7332-017-047,1008 E JAY ST  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1980.0,1981.0,2059.0,4.0,3.0,1.0,20050603.0,68073.0,1981.0,89651.0,1981,157724.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,157724.0,7000.0,150724.0, ,10,10118.0,*TR=35973 LOT    2,1008.0, ,E,JAY ST, ,CARSON CA,90745.0,20077332017047.0,33.82663428,-118.25673895,"(33.82663428, -118.25673895)"
90745-3430,CARSON,7332017047.0,2015.0,1047.0,7332-017-047,1008 E JAY ST  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1980.0,1981.0,2059.0,4.0,3.0,1.0,20070312.0,75883.0,1981.0,99936.0,1981,175819.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,175819.0,7000.0,168819.0, ,10,10118.0,*TR=35973 LOT    2,1008.0, ,E,JAY ST, ,CARSON CA,90745.0,20157332017047.0,33.82663428,-118.25673895,"(33.82663428, -118.25673895)"
90745-3430,CARSON,7332017047.0,2006.0,1047.0,7332-017-047,1008 E JAY ST  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1980.0,1981.0,2059.0,4.0,3.0,1.0,20050603.0,66739.0,1981.0,87894.0,1981,154633.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,154633.0,7000.0,147633.0, ,10,10118.0,*TR=35973 LOT    2,1008.0, ,E,JAY ST, ,CARSON CA,90745.0,20067332017047.0,33.82663428,-118.25673895,"(33.82663428, -118.25673895)"
90745-3430,CARSON,7332017047.0,2010.0,1047.0,7332-017-047,1008 E JAY ST  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1980.0,1981.0,2059.0,4.0,3.0,1.0,20070312.0,70654.0,1981.0,93050.0,1981,163704.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,163704.0,7000.0,156704.0, ,10,10118.0,*TR=35973 LOT    2,1008.0, ,E,JAY ST, ,CARSON CA,90745.0,20107332017047.0,33.82663428,-118.25673895,"(33.82663428, -118.25673895)"
90745-3430,CARSON,7332017047.0,2013.0,1047.0,7332-017-047,1008 E JAY ST  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1980.0,1981.0,2059.0,4.0,3.0,1.0,20070312.0,74061.0,1981.0,97537.0,1981,171598.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,171598.0,7000.0,164598.0, ,10,10118.0,*TR=35973 LOT    2,1008.0, ,E,JAY ST, ,CARSON CA,90745.0,20137332017047.0,33.82663428,-118.25673895,"(33.82663428, -118.25673895)"
90745-3430,CARSON,7332017047.0,2009.0,1047.0,7332-017-047,1008 E JAY ST  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1980.0,1981.0,2059.0,4.0,3.0,1.0,20070312.0,70822.0,1981.0,93272.0,1981,164094.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,164094.0,7000.0,157094.0, ,10,10118.0,*TR=35973 LOT    2,1008.0, ,E,JAY ST, ,CARSON CA,90745.0,20097332017047.0,33.82663428,-118.25673895,"(33.82663428, -118.25673895)"
90745-3430,CARSON,7332017047.0,2014.0,1047.0,7332-017-047,1008 E JAY ST  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1980.0,1981.0,2059.0,4.0,3.0,1.0,20070312.0,74397.0,1981.0,97979.0,1981,172376.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,172376.0,7000.0,165376.0, ,10,10118.0,*TR=35973 LOT    2,1008.0, ,E,JAY ST, ,CARSON CA,90745.0,20147332017047.0,33.82663428,-118.25673895,"(33.82663428, -118.25673895)"
90745-3319,CARSON,7332023026.0,2009.0,1021.0,7332-023-026,22141 GARSTON AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1956.0,1964.0,1530.0,4.0,3.0,1.0,20060601.0,123407.0,2000.0,122930.0,2000,246337.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,246337.0,0.0,246337.0, ,10,10118.0,TRACT # 21851 LOT   26,22141.0, , ,GARSTON AVE, ,CARSON CA,90745.0,20097332023026.0,33.82545246,-118.26129939,"(33.82545246, -118.26129939)"
90745-3319,CARSON,7332023026.0,2014.0,1021.0,7332-023-026,22141 GARSTON AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1956.0,1964.0,1530.0,4.0,3.0,1.0,20060601.0,129636.0,2000.0,129135.0,2000,258771.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,258771.0,0.0,258771.0, ,10,10118.0,TRACT # 21851 LOT   26,22141.0, , ,GARSTON AVE, ,CARSON CA,90745.0,20147332023026.0,33.82545246,-118.26129939,"(33.82545246, -118.26129939)"
90745-3319,CARSON,7332023026.0,2006.0,1021.0,7332-023-026,22141 GARSTON AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1956.0,1964.0,1530.0,4.0,3.0,1.0,20030929.0,116291.0,2000.0,115841.0,2000,232132.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,232132.0,0.0,232132.0, ,10,10118.0,TRACT # 21851 LOT   26,22141.0, , ,GARSTON AVE, ,CARSON CA,90745.0,20067332023026.0,33.82545246,-118.26129939,"(33.82545246, -118.26129939)"
90745-3319,CARSON,7332023026.0,2013.0,1021.0,7332-023-026,22141 GARSTON AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1956.0,1964.0,1530.0,4.0,3.0,1.0,20060601.0,129051.0,2000.0,128552.0,2000,257603.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,257603.0,0.0,257603.0, ,10,10118.0,TRACT # 21851 LOT   26,22141.0, , ,GARSTON AVE, ,CARSON CA,90745.0,20137332023026.0,33.82545246,-118.26129939,"(33.82545246, -118.26129939)"
90745-3319,CARSON,7332023026.0,2015.0,1021.0,7332-023-026,22141 GARSTON AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1956.0,1964.0,1530.0,4.0,3.0,1.0,20060601.0,132226.0,2000.0,131715.0,2000,263941.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,263941.0,0.0,263941.0, ,10,10118.0,TRACT # 21851 LOT   26,22141.0, , ,GARSTON AVE, ,CARSON CA,90745.0,20157332023026.0,33.82545246,-118.26129939,"(33.82545246, -118.26129939)"
90745-3319,CARSON,7332023026.0,2010.0,1021.0,7332-023-026,22141 GARSTON AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1956.0,1964.0,1530.0,4.0,3.0,1.0,20060601.0,123114.0,2000.0,122638.0,2000,245752.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,245752.0,0.0,245752.0, ,10,10118.0,TRACT # 21851 LOT   26,22141.0, , ,GARSTON AVE, ,CARSON CA,90745.0,20107332023026.0,33.82545246,-118.26129939,"(33.82545246, -118.26129939)"
90745-3319,CARSON,7332023026.0,2011.0,1021.0,7332-023-026,22141 GARSTON AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1956.0,1964.0,1530.0,4.0,3.0,1.0,20060601.0,124041.0,2000.0,123561.0,2000,247602.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,247602.0,0.0,247602.0, ,10,10118.0,TRACT # 21851 LOT   26,22141.0, , ,GARSTON AVE, ,CARSON CA,90745.0,20117332023026.0,33.82545246,-118.26129939,"(33.82545246, -118.26129939)"
90745-3319,CARSON,7332023026.0,2008.0,1021.0,7332-023-026,22141 GARSTON AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1956.0,1964.0,1530.0,4.0,3.0,1.0,20060601.0,120988.0,2000.0,120520.0,2000,241508.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,241508.0,0.0,241508.0, ,10,10118.0,TRACT # 21851 LOT   26,22141.0, , ,GARSTON AVE, ,CARSON CA,90745.0,20087332023026.0,33.82545246,-118.26129939,"(33.82545246, -118.26129939)"
90745-3319,CARSON,7332023026.0,2012.0,1021.0,7332-023-026,22141 GARSTON AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1956.0,1964.0,1530.0,4.0,3.0,1.0,20060601.0,126521.0,2000.0,126032.0,2000,252553.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,252553.0,0.0,252553.0, ,10,10118.0,TRACT # 21851 LOT   26,22141.0, , ,GARSTON AVE, ,CARSON CA,90745.0,20127332023026.0,33.82545246,-118.26129939,"(33.82545246, -118.26129939)"
90745-3319,CARSON,7332023026.0,2007.0,1021.0,7332-023-026,22141 GARSTON AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1956.0,1964.0,1530.0,4.0,3.0,1.0,20060601.0,118616.0,2000.0,118157.0,2000,236773.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,236773.0,0.0,236773.0, ,10,10118.0,TRACT # 21851 LOT   26,22141.0, , ,GARSTON AVE, ,CARSON CA,90745.0,20077332023026.0,33.82545246,-118.26129939,"(33.82545246, -118.26129939)"
90745-4015,CARSON,7333018022.0,2007.0,1020.0,7333-018-022,22423 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,20051128.0,209176.0,2003.0,57831.0,2003,267007.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,267007.0,7000.0,260007.0, ,10,10118.0,TRACT NO 15838 LOT  405,22423.0, , ,FRIES AVE, ,CARSON CA,90745.0,20077333018022.0,33.82263056,-118.26659599,"(33.82263056, -118.26659599)"
90745-4015,CARSON,7333018022.0,2011.0,1020.0,7333-018-022,22423 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,20101123.0,111000.0,2011.0,74000.0,2011,185000.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,185000.0,7000.0,178000.0, ,10,10118.0,TRACT NO 15838 LOT  405,22423.0, , ,FRIES AVE, ,CARSON CA,90745.0,20117333018022.0,33.82263056,-118.26659599,"(33.82263056, -118.26659599)"
90745-4015,CARSON,7333018022.0,2006.0,1020.0,7333-018-022,22423 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,20051128.0,205075.0,2003.0,56698.0,2003,261773.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,261773.0,7000.0,254773.0, ,10,10118.0,TRACT NO 15838 LOT  405,22423.0, , ,FRIES AVE, ,CARSON CA,90745.0,20067333018022.0,33.82263056,-118.26659599,"(33.82263056, -118.26659599)"
90745-4015,CARSON,7333018022.0,2013.0,1020.0,7333-018-022,22423 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,20101123.0,115484.0,2011.0,76989.0,2011,192473.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,192473.0,7000.0,185473.0, ,10,10118.0,TRACT NO 15838 LOT  405,22423.0, , ,FRIES AVE, ,CARSON CA,90745.0,20137333018022.0,33.82263056,-118.26659599,"(33.82263056, -118.26659599)"
90745-4015,CARSON,7333018022.0,2010.0,1020.0,7333-018-022,22423 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,20090622.0,199526.0,2009.0,49881.0,2009,249407.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,249407.0,0.0,249407.0, ,10,10118.0,TRACT NO 15838 LOT  405,22423.0, , ,FRIES AVE, ,CARSON CA,90745.0,20107333018022.0,33.82263056,-118.26659599,"(33.82263056, -118.26659599)"
90745-4015,CARSON,7333018022.0,2015.0,1020.0,7333-018-022,22423 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,20101123.0,118325.0,2011.0,78883.0,2011,197208.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,197208.0,7000.0,190208.0, ,10,10118.0,TRACT NO 15838 LOT  405,22423.0, , ,FRIES AVE, ,CARSON CA,90745.0,20157333018022.0,33.82263056,-118.26659599,"(33.82263056, -118.26659599)"
90745-4015,CARSON,7333018022.0,2009.0,1020.0,7333-018-022,22423 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,20051128.0,217626.0,2003.0,60166.0,2003,277792.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,277792.0,7000.0,270792.0, ,10,10118.0,TRACT NO 15838 LOT  405,22423.0, , ,FRIES AVE, ,CARSON CA,90745.0,20097333018022.0,33.82263056,-118.26659599,"(33.82263056, -118.26659599)"
90745-4015,CARSON,7333018022.0,2014.0,1020.0,7333-018-022,22423 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,20101123.0,116008.0,2011.0,77338.0,2011,193346.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,193346.0,7000.0,186346.0, ,10,10118.0,TRACT NO 15838 LOT  405,22423.0, , ,FRIES AVE, ,CARSON CA,90745.0,20147333018022.0,33.82263056,-118.26659599,"(33.82263056, -118.26659599)"
90745-4015,CARSON,7333018022.0,2008.0,1020.0,7333-018-022,22423 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,20051128.0,213359.0,2003.0,58987.0,2003,272346.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,272346.0,7000.0,265346.0, ,10,10118.0,TRACT NO 15838 LOT  405,22423.0, , ,FRIES AVE, ,CARSON CA,90745.0,20087333018022.0,33.82263056,-118.26659599,"(33.82263056, -118.26659599)"
90745-4015,CARSON,7333018022.0,2012.0,1020.0,7333-018-022,22423 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,20101123.0,113220.0,2011.0,75480.0,2011,188700.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,188700.0,7000.0,181700.0, ,10,10118.0,TRACT NO 15838 LOT  405,22423.0, , ,FRIES AVE, ,CARSON CA,90745.0,20127333018022.0,33.82263056,-118.26659599,"(33.82263056, -118.26659599)"
90745-4048,CARSON,7333022007.0,2012.0,1021.0,7333-022-007,22407 MARINE AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1955.0,1965.0,1630.0,4.0,2.0,1.0,19960919.0,18910.0,1975.0,54732.0,1975,73642.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,73642.0,7000.0,66642.0, ,10,10118.0,TRACT # 18004 LOT    7,22407.0, , ,MARINE AVE, ,CARSON CA,90745.0,20127333022007.0,33.82309205,-118.26488708,"(33.82309205, -118.26488708)"
90745-4020,CARSON,7333020010.0,2011.0,1020.0,7333-020-010,22718 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,20061208.0,200000.0,2007.0,50000.0,2007,250000.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,250000.0,7000.0,243000.0, ,10,10118.0,TRACT NO 15838 LOT  434,22718.0, , ,FRIES AVE, ,CARSON CA,90745.0,20117333020010.0,33.81986069,-118.26604999,"(33.81986069, -118.26604999)"
90745-4048,CARSON,7333022007.0,2008.0,1021.0,7333-022-007,22407 MARINE AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1955.0,1965.0,1630.0,4.0,2.0,1.0,19960919.0,18085.0,1975.0,52339.0,1975,70424.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,70424.0,7000.0,63424.0, ,10,10118.0,TRACT # 18004 LOT    7,22407.0, , ,MARINE AVE, ,CARSON CA,90745.0,20087333022007.0,33.82309205,-118.26488708,"(33.82309205, -118.26488708)"
90745-4020,CARSON,7333020010.0,2007.0,1020.0,7333-020-010,22718 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,20061208.0,384000.0,2007.0,96000.0,2007,480000.0,5600.0,0.0,0.0,0.0,0.0,0.0,Y,480000.0,5600.0,474400.0, ,10,10118.0,TRACT NO 15838 LOT  434,22718.0, , ,FRIES AVE, ,CARSON CA,90745.0,20077333020010.0,33.81986069,-118.26604999,"(33.81986069, -118.26604999)"
90745-4020,CARSON,7333020010.0,2012.0,1020.0,7333-020-010,22718 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,20061208.0,180000.0,2007.0,45000.0,2007,225000.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,225000.0,7000.0,218000.0, ,10,10118.0,TRACT NO 15838 LOT  434,22718.0, , ,FRIES AVE, ,CARSON CA,90745.0,20127333020010.0,33.81986069,-118.26604999,"(33.81986069, -118.26604999)"
90745-4048,CARSON,7333022007.0,2013.0,1021.0,7333-022-007,22407 MARINE AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1955.0,1965.0,1630.0,4.0,2.0,1.0,19960919.0,19288.0,1975.0,55826.0,1975,75114.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,75114.0,7000.0,68114.0, ,10,10118.0,TRACT # 18004 LOT    7,22407.0, , ,MARINE AVE, ,CARSON CA,90745.0,20137333022007.0,33.82309205,-118.26488708,"(33.82309205, -118.26488708)"
90745-4048,CARSON,7333022007.0,2007.0,1021.0,7333-022-007,22407 MARINE AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1955.0,1965.0,1630.0,4.0,2.0,1.0,19960919.0,17731.0,1975.0,51313.0,1975,69044.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,69044.0,7000.0,62044.0, ,10,10118.0,TRACT # 18004 LOT    7,22407.0, , ,MARINE AVE, ,CARSON CA,90745.0,20077333022007.0,33.82309205,-118.26488708,"(33.82309205, -118.26488708)"
90745-4020,CARSON,7333020010.0,2013.0,1020.0,7333-020-010,22718 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,20061208.0,211000.0,2007.0,53000.0,2007,264000.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,264000.0,7000.0,257000.0, ,10,10118.0,TRACT NO 15838 LOT  434,22718.0, , ,FRIES AVE, ,CARSON CA,90745.0,20137333020010.0,33.81986069,-118.26604999,"(33.81986069, -118.26604999)"
90745-4020,CARSON,7333020010.0,2008.0,1020.0,7333-020-010,22718 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,20061208.0,391680.0,2007.0,97920.0,2007,489600.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,489600.0,7000.0,482600.0, ,10,10118.0,TRACT NO 15838 LOT  434,22718.0, , ,FRIES AVE, ,CARSON CA,90745.0,20087333020010.0,33.81986069,-118.26604999,"(33.81986069, -118.26604999)"
90745-4048,CARSON,7333022007.0,2009.0,1021.0,7333-022-007,22407 MARINE AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1955.0,1965.0,1630.0,4.0,2.0,1.0,19960919.0,18446.0,1975.0,53385.0,1975,71831.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,71831.0,7000.0,64831.0, ,10,10118.0,TRACT # 18004 LOT    7,22407.0, , ,MARINE AVE, ,CARSON CA,90745.0,20097333022007.0,33.82309205,-118.26488708,"(33.82309205, -118.26488708)"
90745-4020,CARSON,7333020010.0,2006.0,1020.0,7333-020-010,22718 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,19680308.0,17201.0,1975.0,18817.0,1975,36018.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,36018.0,7000.0,29018.0, ,10,10118.0,TRACT NO 15838 LOT  434,22718.0, , ,FRIES AVE, ,CARSON CA,90745.0,20067333020010.0,33.81986069,-118.26604999,"(33.81986069, -118.26604999)"
90745-4048,CARSON,7333022007.0,2014.0,1021.0,7333-022-007,22407 MARINE AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1955.0,1965.0,1630.0,4.0,2.0,1.0,19960919.0,19375.0,1975.0,56079.0,1975,75454.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,75454.0,7000.0,68454.0, ,10,10118.0,TRACT # 18004 LOT    7,22407.0, , ,MARINE AVE, ,CARSON CA,90745.0,20147333022007.0,33.82309205,-118.26488708,"(33.82309205, -118.26488708)"
90745-4048,CARSON,7333022007.0,2010.0,1021.0,7333-022-007,22407 MARINE AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1955.0,1965.0,1630.0,4.0,2.0,1.0,19960919.0,18402.0,1975.0,53258.0,1975,71660.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,71660.0,7000.0,64660.0, ,10,10118.0,TRACT # 18004 LOT    7,22407.0, , ,MARINE AVE, ,CARSON CA,90745.0,20107333022007.0,33.82309205,-118.26488708,"(33.82309205, -118.26488708)"
90745-4020,CARSON,7333020010.0,2014.0,1020.0,7333-020-010,22718 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,20061208.0,230000.0,2007.0,58000.0,2007,288000.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,288000.0,7000.0,281000.0, ,10,10118.0,TRACT NO 15838 LOT  434,22718.0, , ,FRIES AVE, ,CARSON CA,90745.0,20147333020010.0,33.81986069,-118.26604999,"(33.81986069, -118.26604999)"
90745-4020,CARSON,7333020010.0,2009.0,1020.0,7333-020-010,22718 FRIES AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,980.0,3.0,1.0,1.0,20061208.0,218000.0,2007.0,54500.0,2007,272500.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,272500.0,7000.0,265500.0, ,10,10118.0,TRACT NO 15838 LOT  434,22718.0, , ,FRIES AVE, ,CARSON CA,90745.0,20097333020010.0,33.81986069,-118.26604999,"(33.81986069, -118.26604999)"
90745-4048,CARSON,7333022007.0,2006.0,1021.0,7333-022-007,22407 MARINE AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1955.0,1965.0,1630.0,4.0,2.0,1.0,19960919.0,17384.0,1975.0,50307.0,1975,67691.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,67691.0,7000.0,60691.0, ,10,10118.0,TRACT # 18004 LOT    7,22407.0, , ,MARINE AVE, ,CARSON CA,90745.0,20067333022007.0,33.82309205,-118.26488708,"(33.82309205, -118.26488708)"
90745-4048,CARSON,7333022007.0,2015.0,1021.0,7333-022-007,22407 MARINE AVE  CARSON CA  90745,SFR,0100,Residential,Single Family Residence, , ,1.0,1955.0,1965.0,1630.0,4.0,2.0,1.0,19960919.0,19762.0,1975.0,57199.0,1975,76961.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,76961.0,7000.0,69961.0, ,10,10118.0,TRACT # 18004 LOT    7,22407.0, , ,MARINE AVE, ,CARSON CA,90745.0,20157333022007.0,33.82309205,-118.26488708,"(33.82309205, -118.26488708)"
